Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,Penguin Books,Paperback,289,2019,2018,,2020/08/15,to-read,to-read (#46),to-read,,,,0,0
2508,Tono-Bungay,H.G. Wells,"Wells, H.G.","Edward Mendelson, Patrick Parrinder","=""""","=""""",0,Penguin Classics,Paperback,414,2005,1909,,2020/07/15,to-read,to-read (#44),to-read,,,,0,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",1.0,"Little, Brown and Company",Hardcover,388,2019,2019,,2020/07/05,,,read,,,,1,0
1550931,Seamanship: A Voyage Along the Wild Coasts of the British Isles,Adam Nicolson,"Nicolson, Adam",,"=""0060753420""","=""9780060753429""",0,Harper,Hardcover,192,2005,2004,,2019/01/01,,,read,,,,1,0
18764467,Mastering Running (The Masters Athlete),Cathy Utzschneider,"Utzschneider, Cathy",,"=""1450459722""","=""9781450459723""",0,Human Kinetics,Paperback,240,2014,2014,,2020/02/16,,,read,,,,1,0
11529868,The Orphan Master's Son,Adam  Johnson,"Johnson, Adam",,"=""0812992792""","=""9780812992793""",0,Random House,Hardcover,443,2012,2012,,2020/05/06,,,read,,,,1,0
49020956,"A Year at Brandywine Cottage: Six Seasons of Beauty, Bounty, and Blooms",David L. Culp,"Culp, David L.",Rob Cardillo,"=""""","=""""",0,Timber Press,Kindle Edition,296,2020,,,2020/06/19,to-read,to-read (#43),to-read,,,,0,0
52092879,Sex and Vanity,Kevin Kwan,"Kwan, Kevin",,"=""""","=""""",0,Doubleday,Hardcover,321,2020,2020,,2020/05/27,to-read,to-read (#42),to-read,,,,0,0
43256364,William Shakespeare's Get Thee Back to the Future!,Ian Doescher,"Doescher, Ian",,"=""168369094X""","=""9781683690948""",0,Quirk Books,Paperback,176,2019,2019,,2019/03/27,,,read,,,,1,0
18831,Success,Martin Amis,"Amis, Martin",,"=""0679734481""","=""9780679734482""",0,Vintage,Paperback,224,1991,1978,,2019/08/24,,,read,,,,1,0
9118135,State of Wonder,Ann Patchett,"Patchett, Ann",,"=""0062049801""","=""9780062049803""",0,HarperCollins Publishers,Hardcover,353,2011,2011,,2019/12/22,,,read,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,Scholastic Press,Kindle Edition,541,2020,2020,,2020/05/19,,,read,,,,1,0
4682558,The Book of Night Women,Marlon James,"James, Marlon",,"=""1594488576""","=""9781594488573""",0,Riverhead Books,Hardcover,417,2009,2009,,2020/05/24,to-read,to-read (#41),to-read,,,,0,0
1704242,The Natural History of Selborne,Gilbert White,"White, Gilbert",Richard Mabey,"=""0140431128""","=""9780140431124""",0,Penguin Books,Paperback,320,1977,1788,,2020/02/16,,,read,,,,1,0
42403122,The Code: Silicon Valley and the Remaking of America,Margaret O'Mara,"O'Mara, Margaret",,"=""0399562192""","=""9780399562198""",0,Penguin Books,Kindle Edition,512,2019,2019,,2020/05/18,to-read,to-read (#40),to-read,,,,0,0
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",0,Random House,Hardcover,373,2019,2019,,2020/05/07,to-read,to-read (#39),to-read,,,,0,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",0,HarperCollins Canada ,Hardcover,247,2008,2008,,2020/04/27,,,read,,,,1,0
41795381,"Economics in Two Lessons: Why Markets Work So Well, and Why They Can Fail So Badly",John Quiggin,"Quiggin, John",,"=""0691154945""","=""9780691154947""",0,Princeton University Press,Hardcover,408,2019,,,2020/04/20,to-read,to-read (#38),to-read,,,,0,0
28116739,Other Minds,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",0,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2020/04/20,to-read,to-read (#37),to-read,,,,0,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,Sceptre,Hardcover,342,2018,2018,,2020/04/20,to-read,to-read (#36),to-read,,,,0,0
39863515,An Anonymous Girl,Greer Hendricks,"Hendricks, Greer",Sarah Pekkanen,"=""1250133734""","=""9781250133731""",0,St. Martin's Press,Hardcover,375,2019,2019,,2019/12/24,,,read,,,,1,0
599106,Barcelona,Robert Hughes,"Hughes, Robert",,"=""0679743839""","=""9780679743835""",0,Knopf Doubleday Publishing Group,Paperback,592,1993,1992,,2020/01/28,,,read,,,,1,0
53122217,In Praise of Walking: A New Scientific Exploration,Shane O'Mara,"O'Mara, Shane",,"=""0393652084""","=""9780393652086""",0,W. W. Norton  Company,Hardcover,224,2020,2019,,2020/01/11,to-read,to-read (#30),to-read,,,,0,0
56627,Stumbling on Happiness,Daniel Todd Gilbert,"Gilbert, Daniel Todd",,"=""1400077427""","=""9781400077427""",0,Vintage,Paperback,263,2007,2006,,2020/01/13,,,read,,,,1,0
6563622,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,Penguin Group (USA),Kindle Edition,506,2007,2001,,2020/01/28,,,read,,,,1,0
551280,Last Night I Dreamed of Peace: The Diary of Dang Thuy Tram,Đặng Thùy Trâm,"Trâm, Đặng Thùy",Andrew X Pham,"=""0307347370""","=""9780307347374""",0,Crown,Hardcover,256,2007,2005,,2020/01/28,to-read,to-read (#35),to-read,,,,0,0
7893480,Destination Saigon,Walter Mason,"Mason, Walter",,"=""""","=""""",0,Allen and Unwin,Paperback,255,2010,2010,,2020/01/28,to-read,to-read (#34),to-read,,,,0,0
77103,The Glass Palace,Amitav Ghosh,"Ghosh, Amitav",,"=""0375758771""","=""9780375758775""",0,Random House Trade Paperbacks,Paperback,486,2002,2000,,2020/01/28,to-read,to-read (#33),to-read,,,,0,0
27796312,Expats in Spain,Mark Shearman,"Shearman, Mark",,"=""""","=""""",0,ShearArt,ebook,110,2015,,,2020/01/28,to-read,to-read (#32),to-read,,,,0,0
9655336,Pigeon English,Stephen Kelman,"Kelman, Stephen",,"=""0547500602""","=""9780547500607""",0,Houghton Mifflin Harcourt,Hardcover,263,2011,2011,,2020/01/18,,,read,,,,1,0
6475666,You're Fifty-Now What?: Investing for the Second Half of Your Life,Charles Schwab,"Schwab, Charles",,"=""0609605623""","=""9780609605622""",0,Crown,Hardcover,336,2000,2000,,2020/01/16,to-read,to-read (#31),to-read,,,,0,0
38359019,Family Trust,Kathy Wang,"Wang, Kathy",,"=""0062855255""","=""9780062855251""",2.0,Mariner Books,Hardcover,387,2018,2018,,2020/01/13,,,read,,,,1,0
10917934,Farfarers: A New History of North America,Farley Mowat,"Mowat, Farley",,"=""1616082372""","=""9781616082376""",2.0,Skyhorse Publishing,Paperback,384,2011,1998,,2020/01/13,,,read,,,,1,0
41716679,Searching for Sylvie Lee,Jean Kwok,"Kwok, Jean",,"=""0062834304""","=""9780062834300""",0,William Morrow,Hardcover,336,2019,2019,,2019/12/24,,,read,,,,1,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,Doubleday,Hardcover,226,2018,2018,,2019/12/24,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,Celadon Books,Hardcover,336,2019,2019,,2019/12/24,,,read,,,,1,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",0,Knopf,Hardcover,294,2018,2018,,2019/12/22,to-read,to-read (#29),to-read,,,,0,0
46266188,The Fifth Risk: Undoing Democracy,Michael   Lewis,"Lewis, Michael",,"=""0393357457""","=""9780393357455""",0,W. W. Norton & Company,Paperback,255,2019,2018,,2019/12/07,to-read,to-read (#28),to-read,,,,0,0
21086818,"Do No Harm: Stories of Life, Death and Brain Surgery",Henry Marsh,"Marsh, Henry",,"=""0297869876""","=""9780297869870""",0,Weidenfeld & Nicolson,Hardcover,278,2014,2014,,2019/11/27,to-read,to-read (#27),to-read,,,,0,0
20329476,Bodies of Light,Sarah Moss,"Moss, Sarah",,"=""184708916X""","=""9781847089168""",0,Granta Books,Hardcover,320,2014,2014,,2019/11/27,to-read,to-read (#26),to-read,,,,0,0
44600621,"Dear Girls: Intimate Tales, Untold Secrets, & Advice for Living Your Best Life",Ali Wong,"Wong, Ali",Justin Hakuta,"=""052550883X""","=""9780525508830""",0,Random House,Hardcover,240,2019,2019,,2019/11/06,,,read,,,,1,0
44839,Other People (Vintage International),Martin Amis,"Amis, Martin",,"=""0679735895""","=""9780679735892""",0,Vintage International,Paperback,224,1994,1981,,2019/08/24,,,read,,,,1,0
43582376,The Body: A Guide for Occupants,Bill  Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",0,Doubleday Books,Hardcover,450,2019,2019,,2019/09/24,,,read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,Scribner,Hardcover,368,2017,2017,,2019/10/02,,,read,,,,1,0
37946414,Transcription,Kate Atkinson,"Atkinson, Kate",,"=""031617663X""","=""9780316176637""",0,"Little, Brown and Company",Hardcover,343,2018,2018,,2018/08/28,,,read,,,,1,0
41155055,Transcription,Kate Atkinson,"Atkinson, Kate",,"=""0316176664""","=""9780316176668""",2.0,"Little, Brown Paperbacks",Paperback,342,2019,2018,,2019/03/23,,,read,,,,1,0
31122,I Capture the Castle,Dodie Smith,"Smith, Dodie",,"=""0312181108""","=""9780312181109""",0,St. Martin's Press,Hardcover,408,1998,1948,,2019/08/24,,,read,,,,1,0
259068,Shug,Jenny Han,"Han, Jenny",,"=""1416909427""","=""9781416909422""",1.0,Simon & Schuster Books for Young Readers,Hardcover,248,2006,2006,,2019/10/20,,,read,,,,1,0
38362809,"Rosewater (The Wormwood Trilogy, #1)",Tade Thompson,"Thompson, Tade",,"=""0316449059""","=""9780316449052""",0,Orbit,Paperback,432,2018,2017,,2018/09/05,,,read,,,,1,0
1121565,"No Picnic on Mount Kenya: A Daring Escape, A Perilous Climb",Felice Benuzzi,"Benuzzi, Felice",,"=""1558218769""","=""9781558218765""",0,Lyons Press,Paperback,248,1999,1947,,2018/12/22,,,read,,,,1,0
42086795,Machines like Me,Ian McEwan,"McEwan, Ian",,"=""1787331679""","=""9781787331679""",0,Random House,Paperback,306,2019,2019,,2019/04/11,,,read,,,,1,0
41555968,"Turning Darkness Into Light (The Memoirs of Lady Trent, #6)",Marie Brennan,"Brennan, Marie",,"=""0765377616""","=""9780765377616""",0,Tor Books,Hardcover,413,2019,2019,,2019/07/30,to-read,to-read (#25),to-read,,,,0,0
41826997,In Praise of Walking: The new science of how we walk and why it’s good for us,Shane O'Mara,"O'Mara, Shane",,"=""1847925014""","=""9781847925015""",0,Bodley Head,Hardcover,224,2019,2019,,2019/07/28,to-read,to-read (#24),to-read,,,,0,0
7767276,Bridge of Clay,Markus Zusak,"Zusak, Markus",,"=""0385614292""","=""9780385614290""",2.0,Doubleday,Hardcover,464,2018,2018,,2018/09/26,,,read,,,,1,0
9542311,Packing for Mars: The Curious Science of Life in the Void,Mary Roach,"Roach, Mary",,"=""0393339912""","=""9780393339918""",0,W. W. Norton & Company,Paperback,334,2011,2010,,2018/12/22,,,read,,,,1,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",3.0,Penguin Books,Paperback,818,2005,2004,,2019/03/24,,,read,,,,1,0
39083611,"Winter War: Hoover, Roosevelt, and the First Clash Over the New Deal",Eric Rauchway,"Rauchway, Eric",,"=""0465094589""","=""9780465094585""",0,Basic Books,Hardcover,304,2018,,,2019/03/24,to-read,to-read (#23),to-read,,,,0,0
546725,The Song of the Dodo: Island Biogeography in an Age of Extinction,David Quammen,"Quammen, David",,"=""0684827123""","=""9780684827124""",0,Scribner,Paperback,702,1997,1996,,2018/09/30,,,read,,,,1,0
877734,Sea Room: An Island Life in the Hebrides,Adam Nicolson,"Nicolson, Adam",,"=""0865476365""","=""9780865476363""",4.0,North Point Press,Hardcover,391,2002,2001,,2019/01/01,,,read,,,,1,0
77036,Captain Horatio Hornblower: Beat to Quarters / Ship of the Line / Flying Colours,C.S. Forester,"Forester, C.S.",Newell Convers Wyeth,"=""0316288934""","=""9780316288934""",4.0,Little Brown & Co,Hardcover,504,1939,1937,,2018/12/22,,,read,,,,1,0
844051,Mutiny on the Bounty,Charles Bernard Nordhoff,"Nordhoff, Charles Bernard",James Norman Hall,"=""0316611689""","=""9780316611688""",3.0,"Little, Brown Paperbacks",Paperback,400,1989,1932,,2018/12/22,,,read,,,,1,0
254191,The Bounty Mutiny,William Bligh,"Bligh, William","Edward Christian, R.D. Madison","=""0140439161""","=""9780140439168""",3.0,Penguin Publishing Group,Paperback,254,2001,1790,,2018/12/22,,,read,,,,1,0
881902,Sailing Alone around the World,Joshua Slocum,"Slocum, Joshua",Thomas Philbrick,"=""0140437363""","=""9780140437362""",4.0,Penguin Classics,Paperback,273,1999,1899,,2018/12/22,,,read,,,,1,0
335397,Two Years Before the Mast: A Sailor's Life at Sea,Richard Henry Dana Jr.,"Jr., Richard Henry Dana",,"=""1402179626""","=""9781402179624""",5.0,Adamant Media Corporation,Paperback,292,2001,1840,,2018/12/22,,,read,,,,1,0
158446,Captain Blood,Rafael Sabatini,"Sabatini, Rafael",,"=""1406800163""","=""9781406800166""",4.0,Echo Library,Paperback,236,2006,1922,,2018/12/22,,,read,,,,1,0
34057,Captains Courageous,Rudyard Kipling,"Kipling, Rudyard",,"=""0543895882""","=""9780543895882""",5.0,Adamant Media Corporation,Paperback,161,2000,1897,,2018/12/22,,,read,,,,1,0
325128,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,"Stevenson, Robert Louis",Sid Hite,"=""0439295785""","=""9780439295789""",3.0,Scholastic Paperbacks,Paperback,288,2002,1886,,2018/12/22,to-read,to-read (#22),to-read,,,,1,0
30209263,Ivory: Power and Poaching in Africa,Keith Somerville,"Somerville, Keith",,"=""184904676X""","=""9781849046763""",2.0,Hurst,Hardcover,390,2017,,,2018/12/16,,,read,,,,1,0
442671,James Herriot's Yorkshire,James Herriot,"Herriot, James",,"=""0553204963""","=""9780553204964""",0,Bantam,Mass Market Paperback,300,1982,1979,,2017/10/08,,,read,,,,1,0
36373639,The Tangled Tree: A Radical New History of Life,David Quammen,"Quammen, David",,"=""1476776628""","=""9781476776620""",0,Simon & Schuster,Hardcover,480,2018,2018,,2018/09/02,,,read,,,,1,0
22856150,The Shepherd's Life: A People's History of the Lake District,James Rebanks,"Rebanks, James",,"=""0385682840""","=""9780385682848""",0,Doubleday Canada,Hardcover,320,2015,2015,,2018/10/17,,,read,,,,1,0
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",0,Doubleday,Hardcover,369,2013,2013,,2018/10/07,,,read,,,,1,0
33928,Full House: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0609801406""","=""9780609801406""",0,Three Rivers Press,Paperback,244,1997,1996,,2018/10/20,to-read,to-read (#21),to-read,,,,0,0
79985,Monster of God: The Man-Eating Predator in the Jungles of History and the Mind,David Quammen,"Quammen, David",,"=""1844133230""","=""9781844133239""",0,W. W. Norton & Company Sep-17-2004,Paperback,528,2004,2003,,2018/09/30,to-read,to-read (#20),to-read,,,,0,0
39850485,"Greeks Bearing Gifts (Bernie Gunther, #13)",Philip Kerr,"Kerr, Philip",,"=""1784296554""","=""9781784296551""",0,Quercus,Paperback,496,2018,2018,,2018/09/26,to-read,to-read (#19),to-read,,,,0,0
90953,The Life and Times of Horatio Hornblower: A Biography of C.S. Forester's Famous Naval Hero,C. Northcote Parkinson,"Parkinson, C. Northcote",,"=""1590130650""","=""9781590130650""",0,McBooks Press,Paperback,368,2005,1970,,2018/09/26,,,read,,,,0,0
919231,"The World at Night (Night Soldiers, #4)",Alan Furst,"Furst, Alan",,"=""0375758585""","=""9780375758584""",4.0,Random House Publishing Group,Paperback,268,2002,1996,,2018/09/26,,,read,,,,1,0
11925514,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,"Wein, Elizabeth",,"=""1405258217""","=""9781405258210""",5.0,Egmont Press,Paperback,448,2012,2012,,2018/09/26,,,read,,,,1,0
11908,The Adventures of Augie March,Saul Bellow,"Bellow, Saul",Christopher Hitchens,"=""0143039571""","=""9780143039570""",4.0,Penguin Classics,Paperback,586,2006,1953,,2018/09/26,,,read,,,,1,0
331319,An American Tragedy,Theodore Dreiser,"Dreiser, Theodore",Richard R. Lingeman,"=""0451527704""","=""9780451527707""",3.0,Signet Classics,Mass Market Paperback,859,2000,1925,,2018/09/26,,,read,,,,1,0
15622,Native Son,Richard Wright,"Wright, Richard",,"=""""","=""""",4.0,Harper Perennial Modern Classics,Paperback,504,2005,1940,,2018/09/26,,,read,,,,1,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""""",5.0,Vintage,Paperback,325,2004,1987,,2018/09/26,,,read,,,,1,0
292408,Angle of Repose,Wallace Stegner,"Stegner, Wallace",,"=""014016930X""","=""9780140169300""",4.0,Penguin,Paperback,569,1992,1971,,2018/09/26,,,read,,,,1,0
29939027,"Within the Sanctuary of Wings (The Memoirs of Lady Trent, #5)",Marie Brennan,"Brennan, Marie",,"=""0765377659""","=""9780765377654""",0,Tor Books,Hardcover,333,2017,2017,,2017/03/30,,,read,,,,1,0
2488783,Thousand Mile Song: Whale Music in a Sea of Sound,David Rothenberg,"Rothenberg, David",,"=""0465071287""","=""9780465071289""",0,Basic Books,Hardcover,304,2008,2008,,2017/12/17,,,read,,,,1,0
35657511,Warlight,Michael Ondaatje,"Ondaatje, Michael",,"=""1787330729""","=""9781787330726""",0,RANDOM HOUSE UK,Paperback,290,2018,2018,,2018/08/19,to-read,to-read (#18),to-read,,,,0,0
31423188,Startup,Doree  Shafrir,"Shafrir, Doree",,"=""0316360384""","=""9780316360388""",0,"Little, Brown and Company",Hardcover,304,2017,2017,,2017/03/30,,,read,,,,1,0
36382335,"Valley of Genius: The Uncensored History of Silicon Valley (As Told by the Hackers, Founders, and Freaks Who Made It Boom)",Adam  Fisher,"Fisher, Adam",,"=""1455559024""","=""9781455559022""",0,Twelve,Hardcover,512,2018,2018,,2018/08/04,to-read,to-read (#17),to-read,,,,0,0
22,Bill Bryson's African Diary,Bill  Bryson,"Bryson, Bill",,"=""0767915062""","=""9780767915069""",0,Crown,Hardcover,55,2002,2002,,2016/02/29,,,read,,,,1,0
34928122,Artemis,Andy Weir,"Weir, Andy",,"=""0553448129""","=""9780553448122""",0,Crown,Hardcover,305,2017,2017,,2017/10/26,,,read,,,,1,0
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",0,Saga Press,Hardcover,640,2015,2015,,2016/10/06,,,read,,,,1,0
34467031,Manhattan Beach,Jennifer Egan,"Egan, Jennifer",,"=""1476716730""","=""9781476716732""",0,Scribner,Hardcover,438,2017,2017,,2017/10/26,,,read,,,,1,0
10600242,How to Be a Woman,Caitlin Moran,"Moran, Caitlin",,"=""0091940737""","=""9780091940737""",4.0,Ebury Press,Paperback,312,2011,2011,,2016/04/04,,,read,,,,1,0
38740,James Herriot's Cat Stories,James Herriot,"Herriot, James",Lesley Holmes,"=""1567315151""","=""9781567315158""",0,Mjf Books,Hardcover,161,2002,1994,,2017/10/08,to-read,to-read (#16),to-read,,,,0,0
824229,Seal Morning,Rowena Farre,"Farre, Rowena",,"=""0099225506""","=""9780099225508""",0,Alpha Book Dist,Mass Market Paperback,176,1988,1957,,2017/10/08,to-read,to-read (#15),to-read,,,,0,0
31146811,"Prussian Blue (Bernie Gunther, #12)",Philip Kerr,"Kerr, Philip",,"=""0399177051""","=""9780399177057""",0,Marian Wood Books/Putnam,Hardcover,528,2017,2017,,2017/03/30,to-read,to-read (#14),to-read,,,,0,0
30184217,Say Goodbye for Now,Catherine Ryan Hyde,"Hyde, Catherine Ryan",,"=""1503994449""","=""9781503994447""",0,Lake Union Publishing,Kindle Edition,366,2016,2016,,2016/11/25,to-read,to-read (#13),to-read,,,,0,0
6609764,"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,"Williams-Garcia, Rita",,"=""0060760885""","=""9780060760885""",0,Quill Tree Books,Hardcover,218,2010,2010,,2016/10/06,to-read,to-read (#12),to-read,,,,0,0
25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin",Shana Knizhnik,"=""0062415832""","=""9780062415837""",0,Dey Street Books,Hardcover,227,2015,2015,,2016/10/06,to-read,to-read (#11),to-read,,,,0,0
6321234,The Nature of Technology: What It Is and How It Evolves,W. Brian Arthur,"Arthur, W. Brian",,"=""1416544054""","=""9781416544050""",0,Free Press,Hardcover,256,2009,2009,,2016/10/06,to-read,to-read (#10),to-read,,,,0,0
25733983,Lab Girl,Hope Jahren,"Jahren, Hope",,"=""1101874937""","=""9781101874936""",3.0,Knopf,Hardcover,290,2016,2016,,2016/04/08,,,read,,,,1,0
6483054,A Most Peculiar Malaysian Murder (Inspector Singh Investigates #1),Shamini Flint,"Flint, Shamini",,"=""0749929758""","=""9780749929756""",0,Piatkus,Paperback,295,2009,2009,,2016/04/04,to-read,to-read (#9),to-read,,,,0,0
341860,Mr. Midshipman Easy,Frederick Marryat,"Marryat, Frederick",,"=""1404353879""","=""9781404353879""",4.0,Indypublish.Com,Paperback,360,2003,1836,,2016/04/04,,,read,,,,1,0
126606,Death of a Red Heroine (Inspector Chen Cao #1),Qiu Xiaolong,"Xiaolong, Qiu",,"=""""","=""""",0,Soho Crime,Paperback,482,2003,2000,,2016/04/04,to-read,to-read (#8),to-read,,,,0,0
12974372,"A Natural History of Dragons (The Memoirs of Lady Trent, #1)",Marie Brennan,"Brennan, Marie",,"=""0765331969""","=""9780765331960""",4.0,Tor Books,Hardcover,334,2013,2013,,2016/04/04,,,read,,,,1,0
492866,A Nail Through the Heart (Poke Rafferty Mystery #1),Timothy Hallinan,"Hallinan, Timothy",,"=""0061255807""","=""9780061255809""",0,William Morrow,Hardcover,336,2007,2007,,2016/04/04,to-read,to-read (#7),to-read,,,,0,0
218275,A Sea of Words: A Lexicon and Companion to the Complete Seafaring Tales of Patrick O'Brian,Dean King,"King, Dean","John B. Hattendorf, J. Worth Estes","=""0805066152""","=""9780805066159""",3.0,Holt Paperbacks,Paperback,528,2000,1995,,2016/04/04,,,read,,,,1,0
1143092,"Richard Bolitho — Midshipman (Richard Bolitho, #1)",Alexander Kent,"Kent, Alexander",Douglas Reeman,"=""0099152002""","=""9780099152002""",1.0,Arrow,Paperback,159,1975,1976,,2016/04/04,,,read,,,,1,0
852721,Ramage (Lord Ramage #1),Dudley Pope,"Pope, Dudley",Alexander Kent,"=""0935526765""","=""9780935526769""",1.0,G21-McBooks Press,Paperback,320,2000,1964,,2016/04/04,,,read,,,,1,0
181195,"The King's Coat (Alan Lewrie, #1)",Dewey Lambdin,"Lambdin, Dewey",,"=""0449003604""","=""9780449003602""",1.0,Fawcett,Mass Market Paperback,384,1998,1989,,2016/04/04,,,read,,,,1,0
796366,"Kydd (Kydd Sea Adventures, #1)",Julian Stockwin,"Stockwin, Julian",,"=""""","=""""",1.0,Scribner,Hardcover,254,2008,2001,,2016/04/04,,,read,,,,1,0
1803387,"Under Enemy Colors (Charles Hayden, #1)",Sean Thomas Russell,"Russell, Sean Thomas",,"=""0399154434""","=""9780399154430""",1.0,G.P. Putnam's Sons,Hardcover,496,2007,2007,,2016/04/04,,,read,,,,1,0
93200,Harbors and High Seas: An Atlas and Geographical Guide to the Complete Aubrey-Maturin Novels of Patrick O'Brian,Dean King,"King, Dean",John B. Hattendorf,"=""0805066144""","=""9780805066142""",1.0,Holt Paperbacks,Paperback,288,2000,1996,,2016/04/04,,,read,,,,1,0
557307,"Sharpe's Eagle (Sharpe, #8)",Bernard Cornwell,"Cornwell, Bernard",,"=""0451212576""","=""9780451212573""",1.0,Berkley,Mass Market Paperback,270,2004,1981,,2016/04/04,,,read,,,,1,0
84730,"Beat to Quarters (Hornblower Saga: Chronological Order, # 6 )",C.S. Forester,"Forester, C.S.",,"=""0316289329""","=""9780316289320""",4.0,"Little, Brown Paperbacks",Paperback,324,1985,1937,,2016/04/04,,,read,,,,1,0
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",0,Basic Books,Paperback,270,2005,1999,,2016/04/04,to-read,to-read (#6),to-read,,,,0,0
15726395,Moranthology,Caitlin Moran,"Moran, Caitlin",,"=""0091940885""","=""9780091940881""",0,Ebury Press,Hardcover,368,2012,2012,,2016/04/04,to-read,to-read (#5),to-read,,,,0,0
1629601,The Disreputable History of Frankie Landau-Banks,E. Lockhart,"Lockhart, E.",,"=""0786838183""","=""9780786838189""",0,"Little, Brown Books for Young Readers",Hardcover,342,2008,2008,,2016/04/04,to-read,to-read (#4),to-read,,,,0,0
112077,"The Game of Kings (The Lymond Chronicles, #1)",Dorothy Dunnett,"Dunnett, Dorothy",,"=""0679777431""","=""9780679777434""",0,Vintage,Paperback,543,1997,1961,,2016/04/04,to-read,to-read (#3),to-read,,,,0,0
716534,"The Skull Mantra (Inspector Shan, #1)",Eliot Pattison,"Pattison, Eliot",,"=""0312978340""","=""9780312978341""",0,St. Martin's Paperbacks,Mass Market Paperback,428,2001,1999,,2016/04/04,to-read,to-read (#2),to-read,,,,0,0
19057,I Am the Messenger,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,Alfred A. Knopf Borzoi Books,Paperback,357,2006,2002,,2016/04/04,to-read,to-read (#1),to-read,,,,0,0
17262366,"One Summer: America, 1927",Bill  Bryson,"Bryson, Bill",,"=""0767919408""","=""9780767919401""",5.0,Doubleday,Hardcover,509,2013,2013,,2016/02/29,,,read,,,,1,0
10538,The Life and Times of the Thunderbolt Kid,Bill  Bryson,"Bryson, Bill",,"=""076791936X""","=""9780767919364""",4.0,Crown,Hardcover,288,2006,2006,,2016/02/29,,,read,,,,1,0
27,Neither Here nor There: Travels in Europe,Bill  Bryson,"Bryson, Bill",,"=""0380713802""","=""9780380713806""",4.0,William Morrow Paperbacks,Paperback,254,1993,1991,,2016/02/29,,,read,,,,1,0
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill  Bryson,"Bryson, Bill",,"=""076790382X""","=""9780767903820""",4.0,Broadway Books,Paperback,304,2000,1998,,2016/02/29,,,read,,,,1,0
24,In a Sunburned Country,Bill  Bryson,"Bryson, Bill",,"=""0767903862""","=""9780767903868""",5.0,Broadway Books,Paperback,335,2001,2000,,2016/02/29,,,read,,,,1,0
7507825,At Home: A Short History of Private Life,Bill  Bryson,"Bryson, Bill",,"=""0767919386""","=""9780767919388""",4.0,Doubleday,Hardcover,497,2010,2010,,2016/02/29,,,read,,,,1,0
