Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28,Notes from a Small Island,Bill  Bryson,"Bryson, Bill",,"=""""","=""""",5.0,William Morrow Paperbacks,Paperback,324,1997,1995,,2016/02/29,,,read,,,,1,0
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill  Bryson,"Bryson, Bill",,"=""0307279464""","=""9780307279460""",5.0,Vintage,Mass Market Paperback,397,2006,1998,,2016/02/29,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill  Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",5.0,Crown,Paperback,544,2004,2003,,2016/02/29,,,read,,,,1,0
25111333,The Age of Reinvention,Karine Tuil,"Tuil, Karine",,"=""1476776342""","=""9781476776347""",1.0,Atria Books,Hardcover,399,2015,2013,,2016/02/29,,,read,,,,1,0
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,"=""1594206279""","=""9781594206276""",3.0,Penguin Press,Hardcover,279,2015,2015,,2016/02/29,,,read,,,,1,0
149405,The Eagle of the Ninth,Rosemary Sutcliff,"Sutcliff, Rosemary",,"=""0192750453""","=""9780192750457""",3.0,Oxford University Press,Paperback,294,2000,1954,,2016/02/29,,,read,,,,1,0
236819,"March Violets (Bernie Gunther, #1)",Philip Kerr,"Kerr, Philip",,"=""0142004146""","=""9780142004142""",4.0,G.P. Putnam's Sons,Paperback,245,2004,,,2016/02/29,,,read,,,,1,0
12992430,"Grandad, There's A Head On The Beach (Jimm Juree, #2)",Colin Cotterill,"Cotterill, Colin",,"=""0857387081""","=""9780857387080""",4.0,Quercus,Hardcover,326,2012,2012,,2016/02/29,,,read,,,,1,0
17934616,The Axe Factor (Jimm Juree #3),Colin Cotterill,"Cotterill, Colin",,"=""1250043360""","=""9781250043368""",4.0,Minotaur Books,Hardcover,304,2014,2013,,2016/02/29,,,read,,,,1,0
243351,"Disco for the Departed (Dr. Siri Paiboun, #3)",Colin Cotterill,"Cotterill, Colin",,"=""0676978339""","=""9780676978339""",4.0,Knopf Canada,Hardcover,256,2006,2006,,2016/02/29,,,read,,,,1,0
10457171,"Killed at the Whim of a Hat (Jimm Juree, #1)",Colin Cotterill,"Cotterill, Colin",,"=""0312564538""","=""9780312564537""",4.0,Minotaur Books,Hardcover,384,2011,2011,,2016/02/29,,,read,,,,1,0
243350,"Thirty-Three Teeth (Dr. Siri Paiboun, #2)",Colin Cotterill,"Cotterill, Colin",,"=""156947429X""","=""9781569474297""",5.0,Soho Crime,Paperback,238,2006,2005,,2016/02/29,,,read,,,,1,0
243353,"The Coroner's Lunch (Dr. Siri Paiboun, #1)",Colin Cotterill,"Cotterill, Colin",,"=""1569474184""","=""9781569474181""",5.0,Soho Crime,Paperback,257,2015,2004,,2016/02/29,,,read,,,,1,0
9755,Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,"Hessler, Peter",,"=""0060826584""","=""9780060826581""",4.0,HarperCollins,Hardcover,512,2006,2006,,2016/02/29,,,read,,,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",3.0,Scribner,Hardcover,531,2014,2014,,2016/02/29,,,read,,,,1,0
13259960,The Smartest Kids in the World: And How They Got That Way,Amanda Ripley,"Ripley, Amanda",,"=""1451654421""","=""9781451654424""",4.0,Simon & Schuster,Hardcover,306,2013,2013,,2016/02/29,,,read,,,,1,0
664947,Requiem for a Wren,Nevil Shute,"Shute, Nevil",,"=""1842322869""","=""9781842322864""",4.0,House of Stratus Ltd,Paperback,296,2000,1955,,2016/02/29,,,read,,,,1,0
107300,Trustee from the Toolroom,Nevil Shute,"Shute, Nevil",,"=""1842323016""","=""9781842323014""",5.0,House of Stratus Ltd,Paperback,316,2001,1960,,2016/02/29,,,read,,,,1,0
107315,Pied Piper,Nevil Shute,"Shute, Nevil",,"=""0345017331""","=""9780345017338""",5.0,Ballantine Books,Mass Market Paperback,246,1969,1942,,2016/02/29,,,read,,,,1,0
38180,On the Beach,Nevil Shute,"Shute, Nevil",,"=""""","=""""",4.0,House of Stratus Ltd,Paperback,296,2002,1957,,2016/02/29,,,read,,,,1,0
957971,The Golden Ocean,Patrick O'Brian,"O'Brian, Patrick",,"=""0393315371""","=""9780393315370""",4.0,W. W. Norton & Company,Paperback,288,1996,1956,,2016/02/29,,,read,,,,1,0
24524,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian,"O'Brian, Patrick",Richard Snow,"=""039306025X""","=""9780393060256""",3.0,W. W. Norton & Company,Hardcover,144,2004,2004,,2016/02/29,,,read,,,,1,0
24526,"Blue at the Mizzen (Aubrey & Maturin, #20)",Patrick O'Brian,"O'Brian, Patrick",,"=""039332107X""","=""9780393321074""",5.0,W. W. Norton & Company,Paperback,261,2000,1999,,2016/02/29,,,read,,,,1,0
24521,"The Hundred Days (Aubrey & Maturin, #19)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393319792""","=""9780393319798""",5.0,W. W. Norton & Company,Paperback,281,1999,1998,,2016/02/29,,,read,,,,1,0
938791,"The Wine-Dark Sea (Aubrey & Maturin, #16)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393312445""","=""9780393312447""",5.0,W. W. Norton & Company,Paperback,338,1994,1993,,2016/02/29,,,read,,,,1,0
938874,"The Commodore (Aubrey & Maturin, #17)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393314596""","=""9780393314595""",5.0,W. W. Norton & Company,Paperback,282,1996,1994,,2016/02/29,,,read,,,,1,0
93204,"The Yellow Admiral (Aubrey & Maturin, #18)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393317048""","=""9780393317046""",5.0,W. W. Norton  Company,Paperback,262,1997,1996,,2016/02/29,,,read,,,,1,0
24525,"The Truelove (Aubrey & Maturin, #15)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393310167""","=""9780393310160""",5.0,W. W. Norton & Company,Paperback,304,1993,1991,,2016/02/29,,,read,,,,1,0
761623,"The Thirteen-Gun Salute (Aubrey & Maturin, #13)",Patrick O'Brian,"O'Brian, Patrick",,"=""039330907X""","=""9780393309072""",5.0,Norton,Paperback,310,1999,1989,,2016/02/29,,,read,,,,1,0
835638,"The Nutmeg of Consolation  (Aubrey & Maturin, #14)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393309061""","=""9780393309065""",5.0,W. W. Norton & Company,Paperback,372,1993,1991,,2016/02/29,,,read,,,,1,0
529830,"The Reverse of the Medal (Aubrey & Maturin, #11)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393309606""","=""9780393309607""",5.0,W. W. Norton  Company,Paperback,287,1992,1986,,2016/02/29,,,read,,,,1,0
77429,"The Ionian Mission (Aubrey & Maturin, #8)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393308219""","=""9780393308211""",5.0,W. W. Norton & Company,Paperback,400,1992,1981,,2016/02/29,,,read,,,,1,0
916914,"The Letter of Marque (Aubrey & Maturin, #12)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393309053""","=""9780393309058""",5.0,W. W. Norton & Company,Paperback,336,1992,1988,,2016/02/29,,,read,,,,1,0
765093,"Treason's Harbour (Aubrey & Maturin, #9)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393308634""","=""9780393308631""",5.0,W. W. Norton & Company,Paperback,368,1992,1983,,2016/02/29,,,read,,,,1,0
77433,"The Surgeon's Mate (Aubrey & Maturin, #7)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393308200""","=""9780393308204""",5.0,W. W. Norton & Company,Paperback,382,1992,1980,,2016/02/29,,,read,,,,1,0
672492,"The Far Side of the World (Aubrey & Maturin, #10)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393308626""","=""9780393308624""",5.0,W. W. Norton & Company,Paperback,366,1992,1984,,2016/02/29,,,read,,,,1,0
77426,"The Fortune of War (Aubrey & Maturin, #6)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393308138""","=""9780393308136""",5.0,W. W. Norton & Company,Paperback,355,1991,1979,,2016/02/29,,,read,,,,1,0
77425,"Desolation Island (Aubrey & Maturin, #5)",Patrick O'Brian,"O'Brian, Patrick",,"=""""","=""""",5.0,W. W. Norton & Company,Paperback,350,1991,1978,,2016/02/29,,,read,,,,1,0
77431,"The Mauritius Command (Aubrey & Maturin, #4)",Patrick O'Brian,"O'Brian, Patrick",,"=""039330762X""","=""9780393307627""",5.0,W. W. Norton & Company,Paperback,348,1991,1977,,2016/02/29,,,read,,,,1,0
77427,H.M.S. Surprise (Aubrey & Maturin #3),Patrick O'Brian,"O'Brian, Patrick",,"=""0393307611""","=""9780393307610""",5.0,W.W. Norton,Paperback,379,1991,1973,,2016/02/29,,,read,,,,1,0
77432,Post Captain (Aubrey & Maturin #2),Patrick O'Brian,"O'Brian, Patrick",,"=""0393307069""","=""9780393307061""",5.0,W. W. Norton & Company,Paperback,496,1990,1972,,2016/02/29,,,read,,,,1,0
77430,"Master & Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393307050""","=""9780393307054""",5.0,W. W. Norton & Company,Paperback,464,1990,1969,,2016/02/29,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",3.0,Crown Currency,Hardcover,195,2014,2014,,2016/02/29,,,read,,,,1,0
20404555,"League of Dragons (Temeraire, #9)",Naomi Novik,"Novik, Naomi",,"=""0345522923""","=""9780345522924""",4.0,Del Rey,Hardcover,380,2016,2016,,2016/02/29,,,read,,,,1,0
16156292,"Blood of Tyrants (Temeraire, #8)",Naomi Novik,"Novik, Naomi",,"=""0345522893""","=""9780345522894""",4.0,Del Rey,Hardcover,448,2013,2013,,2016/02/29,,,read,,,,1,0
12069434,"Crucible of Gold (Temeraire, #7)",Naomi Novik,"Novik, Naomi",,"=""0345522869""","=""9780345522863""",4.0,Random House,Hardcover,325,2012,2012,,2016/02/29,,,read,,,,1,0
7038489,"Tongues of Serpents (Temeraire, #6)",Naomi Novik,"Novik, Naomi",,"=""0345496892""","=""9780345496898""",4.0,Del Rey,Hardcover,274,2010,2010,,2016/02/29,,,read,,,,1,0
891593,"Victory of Eagles (Temeraire, #5)",Naomi Novik,"Novik, Naomi",,"=""0007256752""","=""9780007256754""",4.0,,Paperback,352,2008,2008,,2016/02/29,,,read,,,,1,0
129510,"Empire of Ivory (Temeraire, #4)",Naomi Novik,"Novik, Naomi",,"=""0345496876""","=""9780345496874""",4.0,Del Rey,Mass Market Paperback,416,2007,2007,,2016/02/29,,,read,,,,1,0
91989,"Black Powder War (Temeraire, #3)",Naomi Novik,"Novik, Naomi",,"=""0345481305""","=""9780345481306""",4.0,Del Rey,Mass Market Paperback,365,2006,2006,,2016/02/29,,,read,,,,1,0
14069,"Throne of Jade (Temeraire, #2)",Naomi Novik,"Novik, Naomi",,"=""0345481291""","=""9780345481290""",4.0,Del Rey,Mass Market Paperback,398,2006,2006,,2016/02/29,,,read,,,,1,0
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",5.0,Random House Inc,Mass Market Paperback,356,2006,2006,,2016/02/29,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",5.0,Crown Publishers,Hardcover,369,2014,2011,,2016/02/29,,,read,,,,1,0
706011,"Bangkok 8 (Sonchai Jitpleecheep, #1)",John Burdett,"Burdett, John",,"=""1400032903""","=""9781400032907""",5.0,Knopf Doubleday Publishing Group,Paperback,317,2004,2003,,2016/02/29,,,read,,,,1,0
10121431,"Vulture Peak (Sonchai Jitpleecheep, #5)",John Burdett,"Burdett, John",,"=""0307272672""","=""9780307272676""",4.0,Knopf,Hardcover,285,2012,2011,,2016/02/29,,,read,,,,1,0
226963,"Bangkok Haunts (Sonchai Jitpleecheep, #3)",John Burdett,"Burdett, John",,"=""0307263185""","=""9780307263186""",4.0,Alfred A. Knopf,Hardcover,305,2007,2007,,2016/02/29,,,read,,,,1,0
54681,"Bangkok Tattoo (Sonchai Jitpleecheep, #2)",John Burdett,"Burdett, John",,"=""1400032911""","=""9781400032914""",4.0,Knopf Doubleday Publishing Group,Paperback,320,2006,2005,,2016/02/29,,,read,,,,1,0
329736,"Missee Lee (Swallows and Amazons, #10)",Arthur Ransome,"Ransome, Arthur",,"=""1567921965""","=""9781567921960""",4.0,"David R. Godine, Publisher",Paperback,349,2001,1941,,2016/02/29,,,read,,,,1,0
384749,"Great Northern? A Scottish Adventure of Swallows & Amazons (Swallows & Amazons, #12)",Arthur Ransome,"Ransome, Arthur",,"=""1567922597""","=""9781567922592""",3.0,"David R. Godine, Publisher",Paperback,352,2003,1947,,2016/02/29,,,read,,,,1,0
329735,"The Big Six (Swallows and Amazons, #9)",Arthur Ransome,"Ransome, Arthur",,"=""1567921191""","=""9781567921199""",4.0,"David R. Godine, Publisher",Paperback,367,2000,1940,,2016/02/29,,,read,,,,1,0
227696,"Peter Duck: A Treasure Hunt in the Caribbees (Swallows and Amazons, #3)",Arthur Ransome,"Ransome, Arthur",,"=""0879236604""","=""9780879236601""",4.0,"David R. Godine, Publisher",Paperback,414,1994,1932,,2016/02/29,,,read,,,,1,0
979767,"Coot Club (Swallows and Amazons, #5)",Arthur Ransome,"Ransome, Arthur",,"=""0879237872""","=""9780879237875""",5.0,"David R. Godine, Publisher",Paperback,352,1990,1934,,2016/02/29,,,read,,,,1,0
439471,"Secret Water (Swallows and Amazons, #8)",Arthur Ransome,"Ransome, Arthur",,"=""1567920640""","=""9781567920642""",5.0,"David R. Godine, Publisher",Paperback,376,1996,1939,,2016/02/29,,,read,,,,1,0
979766,"We Didn't Mean to Go to Sea (Swallows and Amazons, #7)",Arthur Ransome,"Ransome, Arthur",,"=""0879239913""","=""9780879239916""",4.0,"David R. Godine, Publisher",Paperback,352,1994,1937,,2016/02/29,,,read,,,,1,0
979768,"Winter Holiday (Swallows and Amazons, #4)",Arthur Ransome,"Ransome, Arthur",,"=""0879236612""","=""9780879236618""",5.0,"David R. Godine, Publisher",Paperback,350,1989,1933,,2016/02/29,,,read,,,,1,0
207331,"Pigeon Post (Swallows and Amazons, #6)",Arthur Ransome,"Ransome, Arthur",,"=""087923864X""","=""9780879238643""",4.0,"David R. Godine, Publisher",Paperback,382,1992,1936,,2016/02/29,,,read,,,,1,0
979765,"Swallowdale (Swallows and Amazons, #2)",Arthur Ransome,"Ransome, Arthur",,"=""0879235721""","=""9780879235727""",4.0,David R. Godine Publisher,Paperback,448,1986,1931,,2016/02/29,,,read,,,,1,0
125190,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,"Ransome, Arthur",,"=""087923573X""","=""9780879235734""",5.0,"David R. Godine, Publisher",Paperback,315,2010,1930,,2016/02/29,,,read,,,,1,0
7244,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0060786507""","=""9780060786502""",5.0,Harper Perennial Modern Classics,Paperback,546,1998,1998,,2016/02/29,,,read,,,,1,0
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",3.0,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,,2016/02/29,,,read,,,,1,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",4.0,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2016/02/29,,,read,,,,1,0
12208336,Macbeth,A.J. Hartley,"Hartley, A.J.","David Hewson, Alan Cumming","=""""","=""""",4.0,Audible Inc,Audible Audio,329,2011,2011,,2016/02/29,,,read,,,,1,0
18302455,"The Circle (The Circle, #1)",Dave Eggers,"Eggers, Dave",,"=""""","=""""",3.0,Knopf,Hardcover,493,2013,2013,,2016/02/29,,,read,,,,1,0
16071764,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,"Sandberg, Sheryl",,"=""0385349947""","=""9780385349949""",3.0,Knopf,Hardcover,217,2013,,,2016/02/29,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5.0,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2016/02/29,,,read,,,,1,0
435897,"Dark Star (Night Soldiers, #2)",Alan Furst,"Furst, Alan",,"=""0375759999""","=""9780375759994""",4.0,Random House Publishing Group,Paperback,446,2002,1991,,2016/02/29,,,read,,,,1,0
627614,"Night Soldiers (Night Soldiers, #1)",Alan Furst,"Furst, Alan",,"=""0375760008""","=""9780375760006""",5.0,Random House Trade Paperbacks,Paperback,456,2002,1988,,2016/02/29,,,read,,,,1,0
29,The Mother Tongue: English and How It Got That Way,Bill  Bryson,"Bryson, Bill",,"=""0380715430""","=""9780380715435""",4.0,William Morrow Paperbacks,Paperback,270,1991,1990,,2016/02/29,,,read,,,,1,0
18283019,"William Shakespeare's The Jedi Doth Return (William Shakespeare's Star Wars, #6)",Ian Doescher,"Doescher, Ian",,"=""159474713X""","=""9781594747137""",5.0,Alliance Entertainment,Hardcover,165,2014,2014,,2016/02/29,,,read,,,,1,0
